repository,url,description,created_date,last_modified,stars,forks,aws_services,topics,solution_type,competency,customer_problems,solution_marketing,deployment_tools,deployment_level,deployment_readiness,primary_language,secondary_language,framework,cost_range,setup_time,business_value,target_audience,use_case_category,integration_complexity,maintenance_level,scalability,usp,freshness_status,days_since_update,genai_agentic,classification_method,classification_timestamp
"aws-samples/serverless-coffee","https://github.com/aws-samples/serverless-coffee","Serverlesspresso - The serverless coffee ordering application! As seen at AWS re:Invent 2021. Presented by AWS Serverless DA team. Questions? Contact @jbesw.","2021-10-20T19:32:45Z","2025-10-21T08:41:41Z","242","57","CloudFormation; Cognito; EventBridge; Lambda","aws; eventbridge; lambda; nodejs; serverless; stepfunctions; vuejs","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:53.009877"
"aws-samples/aws-codebuild-samples","https://github.com/aws-samples/aws-codebuild-samples","Utilities and samples for building on CodeBuild","2018-01-11T19:40:02Z","2025-09-29T08:53:14Z","239","440","CloudFormation; CloudWatch; CodeBuild; CodeCommit; CodeDeploy","","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","27","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:53.747817"
"aws-samples/amazon-dynamodb-design-patterns","https://github.com/aws-samples/amazon-dynamodb-design-patterns","This repo contains sample data models to demonstrate design patterns for Amazon DynamoDB.","2020-09-04T11:43:12Z","2025-10-18T19:49:56Z","239","46","DynamoDB","data-modeling; dynamodb","Innovation Catalysts","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Multiple","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","7","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:54.127911"
"aws-samples/aws-java-sample","https://github.com/aws-samples/aws-java-sample","Sample project to demonstrate usage of the AWS SDK for Java","2013-09-10T23:05:07Z","2025-08-21T00:28:04Z","237","343","IAM; S3","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Java","N/A","Spring/Maven","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","66","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:54.819656"
"aws-samples/aws-serverless-chatbot-sample","https://github.com/aws-samples/aws-serverless-chatbot-sample","Reference code for running a Slack chatbot using AWS Lambda and Amazon API Gateway.","2016-08-05T16:52:48Z","2025-08-12T20:46:35Z","237","74","API Gateway; Lambda","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","74","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:57.226068"
"aws-samples/amazon-cognito-passwordless-email-auth","https://github.com/aws-samples/amazon-cognito-passwordless-email-auth","A sample implementation of Passwordless E-Mail Auth in Amazon Cognito","2018-12-24T19:27:59Z","2025-05-26T07:54:00Z","237","102","Cognito","","Innovation Catalysts","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","153","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:57.901456"
"aws-samples/aws-lambda-ddns-function","https://github.com/aws-samples/aws-lambda-ddns-function","Dynamically create Route 53 resource records using CloudWatch Events and Lambda","2016-03-04T20:34:14Z","2025-08-10T14:41:21Z","236","113","CloudWatch; DynamoDB; EC2; Lambda; Route53","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","76","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:58.608560"
"aws-samples/amazon-api-gateway-url-shortener","https://github.com/aws-samples/amazon-api-gateway-url-shortener","Creates a serverless URL shortener on AWS without using AWS Lambda or any other compute.","2020-01-06T20:59:20Z","2025-09-12T02:10:01Z","236","296","API Gateway; CloudFront; Cognito; DynamoDB; Lambda","","Foundation Builders","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Vue","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","44","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:22:59.344588"
"aws-samples/aws-lambda-manage-rds-connections","https://github.com/aws-samples/aws-lambda-manage-rds-connections","Sample code for dynamically managing RDS/RDBMS connections across a fleet of Lambda functions","2017-10-28T05:39:39Z","2025-10-20T15:37:36Z","235","33","Lambda; RDS","","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","5","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:00.111518"
"aws-samples/aws-auto-inventory","https://github.com/aws-samples/aws-auto-inventory","AWS Auto Inventory allows you to quickly and easily generate inventory reports of your AWS resources.","2021-04-12T02:10:27Z","2025-10-17T15:46:32Z","234","39","General AWS","aws; cloud; inventory; reporting","Foundation Builders","General Development","Time to Market","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","8","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:02.056633"
"aws-samples/amazon-textract-response-parser","https://github.com/aws-samples/amazon-textract-response-parser","Parse JSON response of Amazon Textract","2019-05-09T17:31:08Z","2025-10-05T16:55:26Z","233","98","Batch; Textract","amazon-textract","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","20","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:02.385322"
"aws-samples/eks-multi-cluster-gitops","https://github.com/aws-samples/eks-multi-cluster-gitops","Many organizations are interested in adopting GitOps for the benefits it brings; including increased productivity; enhanced developer experience; improved stability; higher reliability; consistency and standardization; and stronger security guarantees (see [Key Benefits of GitOps](https://www.weave.","2022-05-14T20:32:27Z","2025-09-10T19:00:38Z","232","53","DynamoDB; EKS; RDS; S3; SQS","","Compliance Accelerators","General Development","Development Efficiency","compliance","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","45","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:03.545118"
"aws-samples/amazon-s3-presigned-urls-aws-sam","https://github.com/aws-samples/amazon-s3-presigned-urls-aws-sam","For more serverless learning resources; visit https://serverlessland.com/.","2020-07-22T17:01:15Z","2025-10-06T09:32:33Z","231","157","API Gateway; Lambda; S3","aws; lambda; s3","Foundation Builders","General Development","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","20","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:03.871399"
"aws-samples/sagemaker-custom-project-templates","https://github.com/aws-samples/sagemaker-custom-project-templates","This repository contains an example SageMaker Project template. Each folder in this repo contains a custom project template with details on what that template achieves and how to set it up. The generic instructions are shown below.","2021-08-17T23:21:34Z","2025-10-17T10:01:48Z","230","165","Batch; CloudFormation; SageMaker","","Quick Wins","AI/ML","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","9","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:04.918974"
"aws-samples/aws-fargate-fast-autoscaler","https://github.com/aws-samples/aws-fargate-fast-autoscaler","AWS Fargate Fast Autosaler - A Serverless Implementation that Triggers your Fargate Autoscaling in Seconds","2019-09-04T00:13:08Z","2025-09-15T13:19:09Z","226","26","ALB; CDK; EC2; ECS; ELB","","Foundation Builders","DevOps","Time to Market","foundation","Manual","Production Ready","Beta Ready","TypeScript","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","40","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:07.548658"
"aws-samples/s3-to-lambda-patterns","https://github.com/aws-samples/s3-to-lambda-patterns","Example applications for the S3-to-Lambda patterns series in the AWS Compute Blog and learning path. Questions? @jbesw.","2020-05-27T18:12:22Z","2025-10-22T01:10:51Z","225","138","DynamoDB; EventBridge; Lambda; S3","eventbridge; lambda; s3; serverless","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","JavaScript","N/A","Node.js/React","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","4","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:07.954692"
"aws-samples/cookiecutter-aws-sam-python","https://github.com/aws-samples/cookiecutter-aws-sam-python","A Cookiecutter template to create a Serverless App based on Serverless Application Model (SAM) and Python 3.8","2018-01-15T18:21:12Z","2025-09-12T11:58:24Z","223","70","CodeDeploy; Lambda","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","43","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:08.673373"
"aws-samples/rag-using-langchain-amazon-bedrock-and-opensearch","https://github.com/aws-samples/rag-using-langchain-amazon-bedrock-and-opensearch","RAG with langchain using Amazon Bedrock and Amazon OpenSearch","2023-08-17T19:40:16Z","2025-10-06T19:25:27Z","220","43","Bedrock","aws; bedrock; embedding-vectors; genai; generative-ai; opensearch; rag; retrieval-augmented-generation; vector","Innovation Catalysts","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","19","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:09.015132"
"aws-samples/anthropic-on-aws","https://github.com/aws-samples/anthropic-on-aws","This repo contains a collection of examples and notebooks for using Anthropic on AWS. - [Cookbooks](/cookbooks/README.md)","2024-05-29T16:03:04Z","2025-10-24T09:17:15Z","219","58","General AWS","","Quick Wins","General Development","Development Efficiency","starter","Manual","Production Ready","Beta Ready","Jupyter Notebook","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:10.105784"
"aws-samples/jp-contents-hub","https://github.com/aws-samples/jp-contents-hub","AWS の日本語用ハンズオンなどを掲載するウェブサイト","2022-04-29T04:31:49Z","2025-10-01T06:58:56Z","218","8","Athena; Aurora; Bedrock; CloudFront; ECS","aws; hands-on; japan; japanese","Foundation Builders","AI/ML","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","HTML","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","25","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:12.065724"
"aws-samples/serverless-sinatra-sample","https://github.com/aws-samples/serverless-sinatra-sample","Demo code for running Ruby Sinatra on AWS Lambda","2018-11-15T23:09:14Z","2025-07-04T10:43:48Z","213","64","CloudFormation; CodeBuild; CodePipeline; Lambda; S3","api-gateway; aws-alb; aws-lambda; codepipeline; lambda; ruby; ruby-sinatra; serverless; serverless-examples","Foundation Builders","DevOps","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Ruby","N/A","Standard","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Actively Maintained","114","No","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:12.434905"
"aws-samples/sample-serverless-mcp-servers","https://github.com/aws-samples/sample-serverless-mcp-servers","Sample implementations of AI Agents and MCP Servers running on AWS Serverless compute","2025-05-05T20:29:00Z","2025-10-24T00:38:06Z","208","26","API Gateway; CDK; Cognito; ECS; Lambda","","Innovation Catalysts","Security","Development Efficiency","foundation","Manual","Production Ready","Beta Ready","Python","N/A","Python/Flask/Django","Low (<$1K)","Quick Setup (< 1 hour)","High","Developers","Infrastructure","Medium","Low","High","Reliable solution","Recently Updated","2","Yes","Enhanced V4 - Bug-Fixed Analysis","2025-10-26T11:23:13.230902"
