repository,url,description,created_date,last_modified,stars,forks,solution_type,solution_marketing,technical_competencies,solution_competencies,deployment_tools,deployment_level,primary_language,additional_languages,frameworks,aws_services,prerequisites,license,copyright_holder,commercial_use,setup_time,cost_range,customer_problems,usp,freshness_status,days_since_update,genai_agentic,topics,classification_method,classification_timestamp
awslabs/fluent-golang-io-writer,https://github.com/awslabs/fluent-golang-io-writer,A Golang Library that wraps the fluent logger Golang and implements io.Writer. Easy logging to Fluentd/Bit with standard loggers.,2019-11-12T19:18:52Z,2024-05-09T20:30:21Z,13,5,Operational Excellence,visibility,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Go,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Monitoring Blindness, Manual Operations, System Downtime",Reliable AWS solution,Stale,532,No,,S3-Based Complete Analysis,2025-10-24T13:22:00.689118
awslabs/sagemaker-debugger-rulesconfig,https://github.com/awslabs/sagemaker-debugger-rulesconfig,,2019-11-12T19:46:13Z,2024-08-09T01:06:05Z,8,7,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,441,No,,S3-Based Complete Analysis,2025-10-24T13:22:01.212670
awslabs/amazon-ebs-autoscale,https://github.com/awslabs/amazon-ebs-autoscale,Don't run out of disk space on your EC2 instance when generating or working with large files. Automatically add EBS volumes to a filesystem mount point in response to disk utilization.,2019-11-15T00:58:47Z,2025-05-14T18:16:17Z,115,60,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Shell,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,162,No,"aws, aws-ebs, aws-ec2, ebs, ebs-volumes",S3-Based Complete Analysis,2025-10-24T13:22:01.213102
awslabs/windows-web-app-migration-assistant,https://github.com/awslabs/windows-web-app-migration-assistant,PowerShell utility that migrates .NET applications from Windows servers to AWS Elastic Beanstalk,2019-11-15T18:29:19Z,2025-01-29T15:44:12Z,54,36,Foundation Builders,improvement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,PowerShell,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,267,No,,S3-Based Complete Analysis,2025-10-24T13:22:01.213149
awslabs/predictive-segmentation-using-amazon-pinpoint-and-amazon-sagemaker,https://github.com/awslabs/predictive-segmentation-using-amazon-pinpoint-and-amazon-sagemaker,"This solution combines Amazon Pinpoint with Amazon SageMaker to help automate the  process of collecting customer data, predicting customer churn using ML, and maintaining a tailored audience segment for messaging.",2019-11-15T21:13:28Z,2023-07-10T16:41:31Z,17,9,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Stale,836,Yes,"amazon-pinpoint, amazon-s3-bucket, amazon-sagemaker",S3-Based Complete Analysis,2025-10-24T13:22:01.213210
awslabs/sagemaker-debugger,https://github.com/awslabs/sagemaker-debugger,Amazon SageMaker Debugger provides functionality to save tensors during training of machine learning jobs and analyze those tensors,2019-11-18T22:12:36Z,2025-07-10T11:10:55Z,162,83,Innovation Catalysts,innovation,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,106,Yes,"amazon, aws, debugging, deep-learning, machine-learning, sagemaker",S3-Based Complete Analysis,2025-10-24T13:22:01.213260
awslabs/aws-xray-sdk-with-opentelemetry,https://github.com/awslabs/aws-xray-sdk-with-opentelemetry,AWS X-Ray SDK with support for OpenTelemetry,2019-11-26T00:14:25Z,2024-11-07T23:44:43Z,30,4,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,350,No,,S3-Based Complete Analysis,2025-10-24T13:22:01.213301
awslabs/amazon-athena-cross-account-catalog,https://github.com/awslabs/amazon-athena-cross-account-catalog,🌉 Reference implementation for granting cross-account AWS Glue Data Catalog access from Amazon Athena,2019-11-26T18:41:40Z,2025-04-08T01:45:30Z,30,19,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,199,No,"amazon-athena, aws-glue",S3-Based Complete Analysis,2025-10-24T13:22:01.213376
awslabs/w-lda,https://github.com/awslabs/w-lda,"Source code for paper ""Topic Modeling with Wasserstein Autoencoders"".",2019-12-03T20:04:52Z,2025-09-10T19:49:13Z,40,9,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,43,No,,S3-Based Complete Analysis,2025-10-24T13:22:01.213425
awslabs/multi-region-asynchronous-object-replication-solution,https://github.com/awslabs/multi-region-asynchronous-object-replication-solution,,2019-12-10T04:05:58Z,2023-07-31T15:57:38Z,8,3,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,815,No,,S3-Based Complete Analysis,2025-10-24T13:22:01.731473
awslabs/rds-data-api-client-library-java,https://github.com/awslabs/rds-data-api-client-library-java,,2019-12-17T22:00:16Z,2025-08-11T01:59:09Z,21,6,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Java,"Python, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,74,No,,S3-Based Complete Analysis,2025-10-24T13:22:02.255787
awslabs/amazon-kinesis-video-streams-producer-c,https://github.com/awslabs/amazon-kinesis-video-streams-producer-c,,2020-01-16T20:33:04Z,2025-10-11T07:54:30Z,65,80,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,C,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,13,No,,S3-Based Complete Analysis,2025-10-24T13:22:02.783720
awslabs/amazon-kinesis-video-streams-pic,https://github.com/awslabs/amazon-kinesis-video-streams-pic,,2020-01-16T20:33:40Z,2025-09-11T13:42:21Z,55,52,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,C++,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,42,No,,S3-Based Complete Analysis,2025-10-24T13:22:03.311904
awslabs/aws-config-rdklib,https://github.com/awslabs/aws-config-rdklib,"Python library to enable you to run custom AWS Config Rules at scale, using Lambda Layer.",2020-01-17T23:17:18Z,2025-10-23T17:41:53Z,98,29,Foundation Builders,enablement,Modern Application Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS Lambda,Lambda,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Medium ($100-1000/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,0,No,,S3-Based Complete Analysis,2025-10-24T13:22:03.312231
awslabs/amazon-qldb-driver-dotnet,https://github.com/awslabs/amazon-qldb-driver-dotnet,,2020-01-24T00:47:08Z,2025-01-27T13:37:20Z,10,17,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,C#,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,269,No,,S3-Based Complete Analysis,2025-10-24T13:22:03.842622
awslabs/amazon-redshift-json-schema-induction,https://github.com/awslabs/amazon-redshift-json-schema-induction,A tool to learn JSON schema from collection of documents and generate Create table statement for Redshift,2020-01-27T22:56:33Z,2025-08-26T13:22:11Z,22,4,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,Redshift,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Minimal (< $10/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,58,No,,S3-Based Complete Analysis,2025-10-24T13:22:03.842952
awslabs/aws-lambda-dart-runtime,https://github.com/awslabs/aws-lambda-dart-runtime,A Dart runtime for AWS Lambda,2020-01-29T22:15:37Z,2025-07-30T12:37:00Z,150,32,Foundation Builders,enablement,Modern Application Development,Cross-Industry,"SAM, CloudFormation",Basic Setup,Dart,"Python, JavaScript",AWS Lambda,Lambda,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,86,No,"aws, dart, lambda",S3-Based Complete Analysis,2025-10-24T13:22:03.843007
awslabs/amazon-cloudwatch-publisher,https://github.com/awslabs/amazon-cloudwatch-publisher,Push metrics and logs to CloudWatch from any system that can run Python,2020-01-31T00:10:18Z,2025-08-25T08:08:56Z,29,28,Foundation Builders,visibility,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,60,No,,S3-Based Complete Analysis,2025-10-24T13:22:03.843047
awslabs/aws-crt-builder,https://github.com/awslabs/aws-crt-builder,,2020-02-06T00:29:06Z,2025-10-02T22:18:18Z,15,8,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,21,No,hacktoberfest,S3-Based Complete Analysis,2025-10-24T13:22:04.370674
awslabs/amazon-qldb-shell,https://github.com/awslabs/amazon-qldb-shell,,2020-02-06T07:51:34Z,2022-10-27T08:13:39Z,25,13,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Rust,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,1093,No,,S3-Based Complete Analysis,2025-10-24T13:22:04.888541
awslabs/amazon-s3-find-and-forget,https://github.com/awslabs/amazon-s3-find-and-forget,"Amazon S3 Find and Forget is a solution to handle data erasure requests from data lakes stored on Amazon S3, for example, pursuant to the European General Data Protection Regulation (GDPR)",2020-02-07T00:07:08Z,2025-07-18T19:48:09Z,242,38,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Python,"JavaScript, Shell",AWS SDK,S3,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,97,No,"amazon-s3, aws, big-data, ccpa, data, data-erasure, data-lake, gdpr, parquet, privacy, right-to-be-forgotten, s3",S3-Based Complete Analysis,2025-10-24T13:22:04.888927
awslabs/aws-sdk-api-changes,https://github.com/awslabs/aws-sdk-api-changes,aws sdk api changes published as a static site,2020-02-11T14:43:04Z,2024-05-23T12:47:23Z,17,3,Foundation Builders,enablement,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,JavaScript,"TypeScript, Python",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Stale,519,No,,S3-Based Complete Analysis,2025-10-24T13:22:04.888993
awslabs/amazon-qldb-driver-go,https://github.com/awslabs/amazon-qldb-driver-go,"Golang driver for Amazon Quantum Ledger Database (QLDB), which allows Golang developers to write software that makes use of Amazon QLDB.",2020-02-12T19:44:18Z,2025-07-29T21:36:28Z,23,11,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Go,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Active,86,No,,S3-Based Complete Analysis,2025-10-24T13:22:04.889042
awslabs/genomics-secondary-analysis-using-aws-step-functions-and-aws-batch,https://github.com/awslabs/genomics-secondary-analysis-using-aws-step-functions-and-aws-batch,This solution provides a framework for Next Generation Sequencing (NGS) genomics secondary-analysis pipelines using AWS Step Functions and AWS Batch.,2020-02-13T01:02:43Z,2025-03-20T04:22:14Z,39,20,Foundation Builders,foundation,General Development,Cross-Industry,"CloudFormation, Scripts",Basic Setup,Shell,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Low ($10-100/month),"Infrastructure Complexity, Scalability Issues, Technical Debt",Reliable AWS solution,Maintained,218,No,,S3-Based Complete Analysis,2025-10-24T13:22:04.889093
awslabs/guidance-for-multi-omics-and-multi-modal-data-integration-and-analysis-on-aws,https://github.com/awslabs/guidance-for-multi-omics-and-multi-modal-data-integration-and-analysis-on-aws,"This guidance creates a scalable environment in AWS to prepare genomic, clinical, mutation, expression and imaging data for large-scale analysis and perform interactive queries against a data lake. The solution also demonstrates the use of Amazon Omics for multi-modal analysis.",2020-02-14T19:42:59Z,2025-06-30T16:34:33Z,24,8,Innovation Catalysts,readiness,"Machine Learning, Data & Analytics",Cross-Industry,"CloudFormation, Scripts",Basic Setup,Jupyter Notebook,"Python, JavaScript",AWS SDK,General AWS,"AWS Account, IAM Permissions",Apache License 2.0,"Amazon Web Services, Inc.",Allowed,Quick Setup (< 1 hour),Medium ($100-1000/month),"AI Implementation Complexity, Slow Time-to-Market, Competitive Disadvantage",Reliable AWS solution,Maintained,115,Yes,"aws, life-sciences, multimodal, multimodality",S3-Based Complete Analysis,2025-10-24T13:22:04.889152
